MUTERIA_MATRIX_KEY_COL  org.apache.commons.csv.CSVFileParserTest.testCSVFile[4]  org.apache.commons.csv.CSVParserTest.testParseFileNullFormat  org.apache.commons.csv.CSVParserTest.testGetLineNumberWithCRLF  org.apache.commons.csv.CSVParserTest.testBackslashEscaping2  org.apache.commons.csv.CSVParserTest.testGetLine  org.apache.commons.csv.CSVParserTest.testSkipHeaderOverrideDuplicateHeaders  org.apache.commons.csv.CSVParserTest.testParseNullUrlCharsetFormat  org.apache.commons.csv.CSVParserTest.testEmptyLineBehaviourExcel  org.apache.commons.csv.CSVParserTest.testIteratorSequenceBreaking  org.apache.commons.csv.CSVParserTest.testGetLineNumberWithCR  org.apache.commons.csv.CSVParserTest.testHeaderComment  org.apache.commons.csv.CSVParserTest.testHeadersMissingException  org.apache.commons.csv.CSVParserTest.testEndOfFileBehaviorCSV  org.apache.commons.csv.CSVParserTest.testTrailingDelimiter  org.apache.commons.csv.CSVParserTest.testHeaderMissingWithNull  org.apache.commons.csv.CSVPrinterTest.testRandomRfc4180  org.apache.commons.csv.CSVParserTest.testSkipAutoHeader  org.apache.commons.csv.CSVParserTest.testEmptyFile  org.apache.commons.csv.CSVParserTest.testSkipSetHeader  org.apache.commons.csv.CSVPrinterTest.testRandomTdf  org.apache.commons.csv.CSVParserTest.testForEach  org.apache.commons.csv.CSVFileParserTest.testCSVUrl[1]  org.apache.commons.csv.CSVParserTest.testIgnoreCaseHeaderMapping  org.apache.commons.csv.CSVFileParserTest.testCSVUrl[5]  org.apache.commons.csv.CSVParserTest.testGetHeaderMap  org.apache.commons.csv.CSVPrinterTest.testRandomExcel  org.apache.commons.csv.CSVParserTest.testNewCSVParserNullReaderFormat  org.apache.commons.csv.CSVFileParserTest.testCSVFile[2]  org.apache.commons.csv.CSVParserTest.testGetRecordNumberWithLF  org.apache.commons.csv.CSVFileParserTest.testCSVFile[0]  org.apache.commons.csv.CSVParserTest.testSkipSetAltHeaders  org.apache.commons.csv.CSVParserTest.testExcelFormat2  org.apache.commons.csv.CSVPrinterTest.testMySqlNullOutput  org.apache.commons.csv.CSVParserTest.testCSV57  org.apache.commons.csv.CSVFileParserTest.testCSVUrl[2]  org.apache.commons.csv.CSVParserTest.testIterator  org.apache.commons.csv.CSVFileParserTest.testCSVUrl[3]  org.apache.commons.csv.CSVParserTest.testParseNullFileFormat  org.apache.commons.csv.CSVParserTest.testEmptyLineBehaviourCSV  org.apache.commons.csv.CSVParserTest.testExcelHeaderCountLessThanData  org.apache.commons.csv.CSVParserTest.testDefaultFormat  org.apache.commons.csv.CSVFileParserTest.testCSVUrl[0]  org.apache.commons.csv.CSVParserTest.testBOMInputStream_ParserWithReader  org.apache.commons.csv.CSVParserTest.testCarriageReturnEndings  org.apache.commons.csv.CSVParserTest.testGetRecords  org.apache.commons.csv.CSVParserTest.testGetLineNumberWithLF  org.apache.commons.csv.CSVParserTest.testDuplicateHeaders  org.apache.commons.csv.CSVParserTest.testParseNullStringFormat  org.apache.commons.csv.CSVParserTest.testHeadersMissing  org.apache.commons.csv.CSVParserTest.testGetRecordNumberWithCR  org.apache.commons.csv.CSVPrinterTest.testParseCustomNullValues  org.apache.commons.csv.CSVFileParserTest.testCSVFile[5]  org.apache.commons.csv.CSVParserTest.testFirstEndOfLineCr  org.apache.commons.csv.CSVParserTest.testParse  org.apache.commons.csv.CSVParserTest.testHeaderMissing  org.apache.commons.csv.CSVParserTest.testTrim  org.apache.commons.csv.CSVParserTest.testFirstEndOfLineCrLf  org.apache.commons.csv.CSVFileParserTest.testCSVFile[3]  org.apache.commons.csv.CSVParserTest.testHeader  org.apache.commons.csv.CSVPrinterTest.testRandomDefault  org.apache.commons.csv.CSVParserTest.testGetRecordPositionWithCRLF  org.apache.commons.csv.CSVParserTest.testProvidedHeader  org.apache.commons.csv.CSVParserTest.testBOMInputStream_parseWithReader  org.apache.commons.csv.CSVParserTest.testParseNullPathFormat  org.apache.commons.csv.CSVParserTest.testGetOneLine  org.apache.commons.csv.CSVParserTest.testEndOfFileBehaviourExcel  org.apache.commons.csv.CSVParserTest.testNewCSVParserReaderNullFormat  org.apache.commons.csv.CSVParserTest.testFirstEndOfLineLf  org.apache.commons.csv.CSVParserTest.testLineFeedEndings  org.apache.commons.csv.issues.JiraCsv198Test.test  org.apache.commons.csv.CSVParserTest.testIgnoreEmptyLines  org.apache.commons.csv.CSVParserTest.testProvidedHeaderAuto  org.apache.commons.csv.CSVParserTest.testCarriageReturnLineFeedEndings  org.apache.commons.csv.CSVParserTest.testMultipleIterators  org.apache.commons.csv.CSVParserTest.testGetRecordWithMultiLineValues  org.apache.commons.csv.CSVFileParserTest.testCSVUrl[4]  org.apache.commons.csv.CSVParserTest.testParserUrlNullCharsetFormat  org.apache.commons.csv.CSVRecordTest.testToMapWithNoHeader  org.apache.commons.csv.CSVParserTest.testBackslashEscaping  org.apache.commons.csv.CSVRecordTest.testToMapWithShortRecord  org.apache.commons.csv.CSVParserTest.testBOMInputStream_ParserWithInputStream  org.apache.commons.csv.CSVParserTest.testExcelFormat1  org.apache.commons.csv.CSVParserTest.testGetRecordNumberWithCRLF  org.apache.commons.csv.CSVParserTest.testClose  org.apache.commons.csv.CSVParserTest.testGetRecordPositionWithLF  org.apache.commons.csv.CSVFileParserTest.testCSVFile[1]  org.apache.commons.csv.issues.JiraCsv167Test.parse  org.apache.commons.csv.CSVParserTest.testGetOneLineOneParser  org.apache.commons.csv.CSVParserTest.testRoundtrip  org.apache.commons.csv.CSVPrinterTest.testRandomMySql  org.apache.commons.csv.CSVParserTest.testNoHeaderMap  org.apache.commons.csv.CSVParserTest.testMappedButNotSetAsOutlook2007ContactExport
163  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
164  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
165  0  0  0  0  0  1  0  0  0  0  1  1  0  1  1  0  1  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  1  0  1  0  0  0  0  1  1  1  0  0  1  0  0  1  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  1  0  0  1  0  0  1  0  0  0  0  1
166  1  0  1  0  0  0  0  0  0  1  1  0  1  0  0  0  0  0  0  0  1  0  1  0  1  0  0  0  1  0  0  0  0  0  0  1  1  0  0  0  0  0  0  1  0  1  0  0  0  1  0  0  1  0  1  0  1  1  1  0  1  1  0  0  1  1  0  1  1  0  0  1  1  1  1  1  0  1  0  1  0  0  1  0  1  0  0  0  0  0  0  1
167  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0
168  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
169  0  0  0  0  0  1  0  0  0  0  1  1  0  1  1  0  1  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  1  0  1  0  0  0  0  1  1  1  0  0  1  0  0  1  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  1  0  0  1  0  0  1  0  0  0  0  1
170  1  0  1  1  1  1  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  0  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1
171  0  0  0  1  0  0  0  1  0  0  0  0  1  0  0  1  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  1  1  1  0  0  0  0  1  1  1  0  0  1  1  0  0  0  0  0  0  0  1  0  0  0  1  0  0  1  0  0  0  0  1  1  0  1  1  0  1  0  1  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  1  0  0
172  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
173  1  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  0  1  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1
174  0  0  0  0  0  1  0  0  0  0  1  1  0  1  0  0  1  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  1  0  0  0  0  0  0  1  1  1  0  0  1  0  0  1  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  1  0  0  1  0  0  1  0  0  0  0  1
175  0  0  0  0  0  1  0  0  0  0  1  1  0  1  1  0  1  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  1  0  1  0  0  0  0  1  1  1  0  0  1  0  0  1  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  1  0  0  1  0  0  1  0  0  0  0  1
176  1  0  1  1  1  1  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  0  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
177  1  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  0  1  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1
178  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
179  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0
180  1  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1
181  0  0  0  0  0  1  0  0  0  0  1  1  0  1  1  0  1  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  1  0  1  0  0  0  0  1  1  1  0  0  1  0  0  1  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  1  0  0  1  0  0  1  0  0  0  0  1
182  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
183  1  0  0  1  1  1  0  1  0  0  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  0  1  0  1  1  1  1  0  1  1  1  0  1  1  1  1  1  1  1  0  1  0  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  0  1  1  1  1  1  1  1  0  1
184  1  0  0  1  1  1  0  1  0  0  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  0  1  0  1  1  1  1  0  1  1  1  0  1  1  1  1  1  1  1  0  1  0  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  0  1  1  1  1  1  1  1  0  1
185  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
186  0  0  0  1  0  0  0  1  0  0  0  0  1  0  0  1  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  1  1  0  0  0  0  0  1  1  1  0  0  1  1  0  0  0  0  0  0  0  1  0  0  0  1  0  0  1  0  0  0  0  1  1  0  1  1  0  1  0  1  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  1  0  0
187  0  0  0  0  0  1  0  0  0  0  1  1  0  1  1  0  1  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  1  0  1  0  0  0  0  1  1  1  0  0  1  0  0  1  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  1  0  0  1  0  0  1  0  0  0  0  1
188  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
189  0  0  0  0  0  1  0  0  0  0  1  1  0  1  1  0  1  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  1  0  1  0  0  0  0  1  1  1  0  0  1  0  0  1  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  1  0  0  1  0  0  1  0  0  0  0  1
190  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
191  1  0  0  0  0  1  0  0  1  0  1  0  0  1  0  0  1  0  1  0  1  1  1  1  1  0  0  1  0  1  1  0  0  0  1  1  1  0  0  0  0  1  1  0  0  0  0  0  0  0  1  1  0  1  1  1  0  1  1  0  0  1  1  0  0  0  0  0  0  1  0  1  0  1  0  1  0  1  0  1  1  0  0  1  0  1  1  0  1  0  0  1
192  1  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  0  1  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1
193  1  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  0  1  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1
194  0  0  0  0  0  0  0  0  0  0  1  1  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0
195  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0
196  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
197  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
198  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
199  1  0  1  0  0  0  0  0  0  1  1  0  1  0  0  0  0  0  0  0  1  0  1  0  1  0  0  0  1  0  0  0  0  0  0  1  1  0  0  0  0  0  0  1  0  1  0  0  0  1  0  0  1  0  1  0  1  1  1  0  1  1  0  0  1  1  0  1  1  0  0  1  1  1  1  1  0  1  0  1  0  0  1  0  1  0  0  0  0  0  0  1
200  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  1
201  0  0  0  0  0  1  0  0  0  0  1  1  0  1  1  0  1  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  1  0  1  0  0  0  0  1  1  1  0  0  1  0  0  1  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  1  0  0  1  0  0  1  0  0  0  0  1
202  1  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1
203  1  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  0  1  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1
204  1  0  1  1  1  0  0  1  0  1  0  0  1  0  0  1  0  1  0  1  0  1  0  1  1  1  0  1  1  1  0  1  0  1  1  0  1  0  1  1  1  1  1  1  1  1  0  0  0  1  1  1  1  1  0  0  1  1  0  1  1  0  1  0  1  1  0  1  1  1  1  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  0  1  0  0
205  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
206  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  1
207  0  0  0  0  0  1  0  0  0  0  1  1  0  1  1  0  1  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  1  0  1  0  0  0  0  1  1  1  0  0  1  0  0  1  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  1  0  0  1  0  0  1  0  0  0  0  1
208  1  0  1  1  1  1  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  0  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1
209  0  0  0  0  0  0  0  0  0  0  1  1  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0
210  0  0  0  0  0  1  0  0  0  0  1  1  0  1  1  0  1  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  1  0  1  0  0  0  0  1  1  1  0  0  1  0  0  1  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  1  0  0  1  0  0  1  0  0  0  0  1
211  0  0  0  0  0  1  0  0  0  0  1  1  0  1  1  0  1  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  1  0  1  0  0  0  0  1  1  1  0  0  1  0  0  1  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  1  0  0  1  0  0  1  0  0  0  0  1
212  0  0  0  0  0  1  0  0  0  0  1  1  0  1  1  0  1  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  1  0  1  0  0  0  0  1  1  1  0  0  1  0  0  1  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  1  0  0  1  0  0  1  0  0  0  0  1
213  1  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  0  1  1  1  0  1  1  1  1  1  1  0  1  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  0  1  0  1  1  1  1  1  1  1  1  1  0  0  1  0  1  1  1  1  1  1  1  1  1  1  0  1
214  1  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
215  1  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  0  1  1  1  0  1  1  1  1  1  1  0  1  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  0  1  0  1  1  1  1  1  1  1  1  1  0  0  1  0  1  1  1  1  1  1  1  1  1  1  0  1
216  1  0  0  0  0  1  0  0  1  0  1  0  0  1  0  0  1  0  1  0  1  1  1  1  1  0  0  1  0  1  1  0  0  0  1  1  1  0  0  0  0  1  1  0  0  0  0  0  0  0  1  1  0  1  1  1  0  1  1  0  0  1  1  0  0  0  0  0  0  1  0  1  0  1  0  1  0  1  0  1  1  0  0  1  0  1  1  0  1  0  0  1
217  1  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1
218  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0
219  1  0  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  0  1  1  1  0  1  1  1  1  1  1  0  1  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  0  1  0  1  1  1  1  1  1  1  1  1  0  0  1  0  1  1  1  1  1  1  1  1  1  1  0  1
220  0  0  0  0  0  1  0  0  0  0  1  1  0  1  1  0  1  0  1  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  1  0  1  0  0  0  0  1  1  1  0  0  1  0  0  1  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  1  0  0  1  0  0  1  0  0  0  0  1
221  1  0  1  1  1  1  0  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  0  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
